fold,accuracy,precision,recall,f1,roc_auc,avg_precision,mse,mae,mean_confidence
1,0.75,0.0,0.0,0.0,0.7075836317582321,0.5231570612907819,0.24310807061303347,0.25613469267851524,0.7098767757415771
2,0.6779719081877356,0.0,0.0,0.0,0.49394932249613854,0.3055404759035607,0.3131396418124138,0.32596333475721356,0.699702262878418
3,0.8869047619047619,0.7142857142857143,1.0,0.8333333333333334,0.9166193492028827,0.6883432491786863,0.10701741526809253,0.13145067087662893,0.427811861038208
4,0.7738095238095238,0.42857142857142855,1.0,0.6,0.8522291391561341,0.3971250995441513,0.22628204656826728,0.22673746426691613,0.35324618220329285
5,0.6607142857142857,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.749293599065667,0.8482424494889527,0.33921583588215065,0.3393557069560928,0.4281352758407593
6,0.7083333333333334,0.7076923076923077,0.6052631578947368,0.6524822695035462,0.6983338100686498,0.6156219726650667,0.27848701851209784,0.2953783388577124,0.503454327583313
7,0.6607142857142857,0.8571428571428571,0.5454545454545454,0.6666666666666666,0.783747127302867,0.844578730802545,0.3392844418357532,0.3392868172285682,0.41841787099838257
8,0.7410714285714286,0.7142857142857143,0.6597222222222222,0.6859205776173285,0.6808087384259259,0.6972306628147266,0.25890003721836935,0.258937636675983,0.4452332854270935
9,0.8869047619047619,0.7142857142857143,1.0,0.8333333333333334,0.944027080148504,0.849073552990824,0.11121812229331465,0.1136500521545881,0.3824666440486908
10,0.8869047619047619,0.7142857142857143,1.0,0.8333333333333334,0.9196767853243066,0.7149965171648108,0.11326360041704835,0.12936550212491835,0.46994853019714355
11,0.7172619047619048,1.0,0.5833333333333334,0.7368421052631579,0.8067738791423003,0.9234009698752987,0.2827363318264866,0.28287822618816155,0.34045642614364624
12,0.6636904761904762,1.0,0.508695652173913,0.6743515850144092,0.7904429860541426,0.9134579995874768,0.31733369670775846,0.3659989600481432,0.383578360080719
13,0.6504065040650406,0.0,0.0,0.0,1.0,1.0,0.3392206341357388,0.35197237157956934,0.5317506194114685
14,0.6452513966480447,0.0,0.0,0.0,0.9973071547874698,0.99561380752946,0.33226031807053125,0.3538036034611579,0.5816072225570679
15,0.6300268096514745,0.0,0.0,0.0,0.3197348134443417,0.2791567463857437,0.3645374454468998,0.3721185500706089,0.35440340638160706
