fold,accuracy,precision,recall,f1,roc_auc,avg_precision,mse,mae,mean_confidence
1,0.625,0.0,0.0,0.0,0.5836317582321601,0.3942307273625285,0.3749926608161426,0.375005729386168,0.888810932636261
2,0.8666092507219211,0.0,0.0,0.0,0.5299932129366149,0.14191509257113633,0.13308863848495847,0.1342246725751251,0.49061357975006104
3,0.32142857142857145,0.0,0.0,0.0,0.30348440545808963,0.6341193948280789,0.6783291040340148,0.6785735492429803,0.3829158544540405
4,0.8869047619047619,0.7142857142857143,1.0,0.8333333333333334,0.9474339375409478,0.8032121546875349,0.11151820897165517,0.11364492055262028,0.6042929887771606
5,0.9434523809523809,0.8571428571428571,1.0,0.9230769230769231,0.9534534534534534,0.8402865977493761,0.05639424086525015,0.057154370241538084,0.4614957273006439
6,0.7767857142857143,0.8492063492063492,0.656441717791411,0.740484429065744,0.8971594737402034,0.8231020202093193,0.21993056731237437,0.2225154700024564,0.3440834581851959
7,0.8288590604026845,0.7894736842105263,0.631578947368421,0.7017543859649122,0.935079077002852,0.8400764188738299,0.11671604573979863,0.16796606494789246,0.3308602273464203
8,0.8303571428571429,1.0,0.7,0.8235294117647058,0.8447728911319395,0.9238379335065577,0.16964276415014526,0.16970107598189524,0.33146318793296814
9,0.7113095238095238,0.7142857142857143,0.6168831168831169,0.662020905923345,0.6865277579563295,0.7308367788919032,0.2832790356932279,0.2861816982403655,0.35132068395614624
10,0.6395663956639567,0.0,0.0,0.0,0.9902510513572066,0.983764765437808,0.31038765729240464,0.3660635846719994,0.18879640102386475
11,0.4199475065616798,0.39617486338797814,1.0,0.5675146771037182,0.8333722969023963,0.7917798896584862,0.5475245095652448,0.574036093834504,0.6274040341377258
